Event Name,Event ID,Order #,Order Date,Quantity,Ticket Type,Order Type,What gender do you identify with?,What's your postal code?,What operating system are you using?,How did you hear about this event?
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,457576621,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1S 0S(,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,444719842,2015-08-05,1,"Yes, I'd like to mentor!",Free Order,Female,K1R 7X5,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443072435,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,K1Y 2C9,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443674685,2015-07-31,1,"Yes, I'd like to mentor!",Free Order,Male,K1Z 7E9,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443208561,2015-07-30,1,"Yes, I'd like to mentor!",Free Order,Female,K2J 3Z4,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,454758144,2015-09-13,1,"Yes, I'd like to mentor!",Free Order,Female,K2J0A3,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,444517826,2015-08-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2c4c5,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,444518484,2015-08-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2C4C5,Mac,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443062200,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,K1S1A7,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,444607172,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2P 2K8,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,446780960,2015-08-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2C 0C1,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,453801100,2015-09-09,1,Make a Donation!,PayPal Completed,Female,K1N 7W7,,Facebook
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,444799178,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1y 0c4,Windows,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443036676,2015-07-29,1,Make a Donation!,PayPal Completed,Female,K1z 0A8,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,445240475,2015-08-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1S2J5,Mac,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,440213097,2015-07-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2A 1H4,Windows,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,445239223,2015-08-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1Z 6R3,Mac,Facebook
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,446217836,2015-08-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,K7L2M3,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,446739816,2015-08-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,K7L2M3,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,457541898,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Male,K1H 8A7,Windows,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443221219,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1V8J6,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443882995,2015-08-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,k2p2e2,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443117350,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2K1X7,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,446161190,2015-08-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1Y4S3,Windows,Twitter
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,449822743,2015-08-25,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,448606770,2015-08-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,H3X 2S5,Mac,Twitter
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,457563481,2015-09-22,1,Make a Donation!,PayPal Completed,Female,J9A 3T5,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443382036,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1Y 1V2,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443095782,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,j9a 3t5,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,447159229,2015-08-14,1,"Yes, I'd like to attend!",PayPal Completed,Male,K1S 5G5,Mac,Twitter
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,448766117,2015-08-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1R 5N3,Windows,Twitter
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,449412333,2015-08-24,1,"Yes, I'd like to mentor!",Free Order,Male,K1S1W2,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,445295251,2015-08-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1A0A6,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,457977771,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Male,K2B7J6,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,448948897,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1Y18,Mac,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443942495,2015-08-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2M 0B3,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,448572473,2015-08-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2A2J7,Windows,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,450120489,2015-08-26,1,Make a Donation!,PayPal Completed,Female,K2S 0S6,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,444700066,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2J5X4,Mac,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,451695204,2015-09-01,1,Make a Donation!,PayPal Completed,Female,K1R7S8,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443038177,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2P0H6,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443062036,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,K2C3J8,,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443576761,2015-07-31,1,"Yes, I'd like to attend!",PayPal Completed,Female,k1y 2e8,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,442976750,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,K2P 0H7,Windows,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443036676,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1z 0a8,Mac,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,439180618,2015-07-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,k2c 4c8,Windows,Facebook
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,443119826,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,K1z 5n4,Windows,Other
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,455775932,2015-09-16,1,"Yes, I'd like to mentor!",Free Order,Female,k1l6v7,,From a Friend
Ottawa: Data Insights with Python for Beginners on September 26th,17610529568,450206053,2015-08-26,1,"Yes, I'd like to mentor!",Free Order,Female,K2A 3E4,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,437541152,2015-07-06,1,"Yes, I'd like to attend!",PayPal Completed,Female,v6p 2z9,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,437673730,2015-07-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5y 2k1,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,438768714,2015-07-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,v6r2k2,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,439379811,2015-07-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6G1Y2,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,440132436,2015-07-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,V3A7R4,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,441119406,2015-07-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5Y 3A6,Mac,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,441121312,2015-07-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,V7C1H7,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,442032973,2015-07-24,1,"Yes, I'd like to mentor!",Free Order,Female,V5C3V3,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,442252353,2015-07-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5P1W8,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,442502569,2015-07-27,1,"Yes, I'd like to mentor!",Free Order,Female,V6B0N3,,Twitter
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443028716,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,V6E0B1,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443028777,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V3K2W5,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443029932,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6M1L3,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443029698,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V7J1X4,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443031859,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6P 2V4,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443034212,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,V6Z 2S1,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443034225,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6G3J9,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443041414,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6H1S6,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443051614,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V0N1B4,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443051582,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V3g2c9,Mac,Twitter
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443059900,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,V6J5M9,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443067130,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,V3B 1V9,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443073149,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,V6H 1P7,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443073308,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,v7c4t8,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443080719,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6J 2B8,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443084813,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,V5L 4B3,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443090193,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6J 2A6,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443101741,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,V5T 3Y7,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443114110,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Female,V5B2M9,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443148519,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Transgender,V5Z1V7,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443227895,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Male,V3M 5Z8,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443299617,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5V 2E5,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443347617,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6R 2H9,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443443084,2015-07-30,1,"Yes, I'd like to mentor!",Free Order,Female,V6E 4S7,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443451918,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,V3Z2W8,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443551947,2015-07-31,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443552096,2015-07-31,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443763029,2015-08-01,1,"Yes, I'd like to mentor!",Free Order,Female,V3M6B3,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443954517,2015-08-02,1,"Yes, I'd like to mentor!",Free Order,Male,V5A3L9,,Poster
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444078817,2015-08-03,1,"Yes, I'd like to mentor!",Free Order,Male,V6J 2B8,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444183850,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5T 1Y5,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444454590,2015-08-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6K 1R2,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444733457,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4L 1M3,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444735389,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4L 1M3,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444786058,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6S 1J9,Mac,From a Friend
